"X1","Attr1","Attr2","Attr3","Attr4","Attr5","Attr6","Attr7","Attr8","Attr9","Attr10","Attr12","Attr13","Attr15","Attr17","Attr18","Attr19","Attr20","Attr21","Attr22","Attr23","Attr24","Attr25","Attr26","Attr27","Attr28","Attr29","Attr30","Attr31","Attr32","Attr33","Attr34","Attr35","Attr36","Attr38","Attr39","Attr40","Attr41","Attr42","Attr43","Attr44","Attr45","Attr46","Attr47","Attr48","Attr49","Attr50","Attr51","Attr52","Attr53","Attr54","Attr55","Attr56","Attr57","Attr58","Attr59","Attr60","Attr61","Attr62","Attr63","Attr64","Attr65","Attr66","Attr67","Attr68","Attr69","class","Attr70"
38,0.14707,0.25299,0.69602,3.7511,131.86,0.21548,0.18342,2.1033,1.1345,0.53213,0.725008894,0.10472,501.09,3.9527,0.18342,26501.8205905944,26.577,0.84045,0.18062,0.1296342,0.27976,0.53213,0.58474,1.1643,13.653,4.7621,-0.098547,0.10422,59.528,6.1315,0.71391,0.18062,1.7684,0.53213,0.159206699,1.6856,0.045832,0.10263,108.38,81.808,1.1477,3.2447,30.15,0.17975,0.158439841,3.7511,0.25299,0.16309,10.438,10.438,40249,0.11853,0.27638,0.88147,0.403811099,13.734,4.4617,52.473,4.484366971,34.519,0.581323589,-30066.1966551894,0.276379831995941,1.62998189707192,0.00119650957829923,0,0
39,0.030909,0.35245,0.43218,3.0655,19.333,0.61259,0.030909,1.8373,1.642,0.64755,0.147720321,0.037071,2113.4,2.8373,0.030909,1134.14859249145,75.097,0.76069,0.044907,0.018823995,0.24078,0.64349,0.17271,3.1518,1.2052,3.3915,0.16643,0.02543,47.632,7.663,4.5494,0.038599,1.642,0.79,0.023507308,0.4254,0.15692,0.027349,122.79,47.697,0.091493,1.4509,76.905,0.014945,0.009101705,1.8199,0.20924,0.1305,1.8059,2.2031,1064.4,0.023507,0.047732,0.98142,0.221156667,4.8604,7.6524,46.512,7.847447907,4.5791,0.0876981057,-1862.21111828896,0.0477322214500811,3.79934286639826,0.00839885225015611,0,0
40,0.11288,0.055507,0.40879,9.7639,51.855,0,0.11288,17.016,0.5382,0.94449,2.419980705,0.21059,178.76,18.016,0.11288,3865.76709517507,223.25,1.4304,0,0.209736158,0.20182,0.20969,2.0418,0,0.75068,3.3225,-0.034548,0.46293,54.828,6.6571,5.5942,0.011249,0.5382,0.94449,0.020901152,2.3379,4.0925,0,234.92,11.67,0.34293,2.7068,386.93,-0.00045211,-0.000840041,8.205,0.046645,0.15021,1.7344,1.7344,858.97,0.42303,0.11952,0.5836,0.009386018,1.635,31.278,31.634,11.53821417,0.98831,2.03364608,-2080.44251108522,0.119514235195714,1.31656840920766,0.0267515900171944,0,0
41,0.19423,0.87119,0.12881,1.1479,2.9725,-0.072739,0.19423,0.14785,15.441,0.12881,0.222947922,0.012866,1600.6,1.1479,0.19423,2213.28503020038,0,0.9817,0.26859,0.012578849,0.28682,0.12131,0.22804,3.3677,NA,2.2221,0.026742,0.017744,20.379,17.912,17.912,-0.16311,15.88,0.12881,-0.010563435,0.52602,0.10636,0.017394,12.805,12.805,NA,0.52602,0,0.26415,0.017107053,1.1479,0.87119,0.05583,NA,NA,21.48,-0.010485,1.5079,0.017107,1.49e-15,NA,28.503,20.593,17.72403265,NA,0.222956617,-34175.135487418,1.50787982299511,119.874233366975,NA,1,0
42,0.15101,0.098084,0.68263,8.1234,108.67,0.45899,0.1904,9.1671,1.1591,0.89915,1.986893184,0.13448,155.37,10.195,0.1904,20816.8332316247,52.594,1.2595,0.21473,0.130282115,0.57532,0.89915,1.9477,1.4527,3.0812,4.4833,-0.013634,0.11112,23.662,15.426,2.1893,0.21473,1.7196,0.9014,0.185255802,1.2839,0.012658,0.12533,139.62,87.03,0.61168,5.5471,60.96,0.17471,0.150729014,7.9366,0.095828,0.064827,4.0585,4.0687,20771,0.13725,0.16795,0.86275,0.005585275,6.94,4.194,20.414,12.09562967,7.7337,1.53954695,-24128.6355230082,0.167947505977868,1.69799159134524,0.00323301094061472,0,0
43,-0.081546,0.99736,-0.3465,0.65258,-333.68,-0.61431,-0.081546,-0.036377,0.94552,-0.036281,-0.081761851,-0.026796,-14173,1.0026,-0.081546,-23231.337121329,203.48,1.6523,-0.052422,-0.086244606,-0.60664,-0.036281,-0.025753,-0.51709,-0.99245,5.441,1.0374,-0.085072,359.09,1.0165,-0.05256,-0.052422,0.96538,-0.036281,-0.055442508,0.0099883,9.5364,-0.054689,244.04,40.568,-0.1526,0.11681,192.39,-0.10828,-0.114518995,0.65258,0.99736,0.9838,-0.10392,-0.10392,-95644,-0.057624,2.2476,1.0576,-1.072765359,1.7938,8.9971,379.78,0.94802278,2.7455,-0.0817580196,21965.6685388051,2.24762272263719,-2.72877344877345,-9.24425399377209e-05,0,0
44,0.0059129,0.056723,0.62814,12.074,212.04,0.25407,0.011038,16.048,1.0346,0.91028,0.194594785,0.049575,460.16,17.629,0.011038,590.892420385946,52.859,1.0564,0.011622,0.005715156,0.28845,0.91028,0.70284,0.13248,1.9932,3.7692,-0.14403,0.012162,23.601,15.465,0.20488,0.011622,0.91739,0.91028,0.011233327,3.3045,0.040918,0.012805,200.05,147.19,0.044988,9.7567,54.686,-0.022333,-0.02158612,12.074,0.056723,0.064661,2.8885,2.8885,3691.5,0.033412,0.0064957,0.96659,0.036249286,6.9052,2.4798,22.813,18.23951484,2.8799,0.1042385141,-611.2860078363,0.00649569363272839,1.64708504473525,0.00043823700382598,0,0
45,0.00616,0.97619,0.39217,1.6452,-10423,0,0.00616,0.024387,0.021049,0.023806,0.010134413,0.30242,55975,1.0244,0.00616,301.10736140485,15617,0.14237,0.0063503,0.292650482,0.027592,0.013318,0.0065208,33.267,NA,3.6783,42.423,0.29266,12469,0.029273,0.018227,0.003256,0.021049,0.3588,0.154686683,0.13829,4.9635,0.3017,15883,266.49,0.0068401,0.16357,18474,0.0061447,0.291923607,1.0244,0.60783,34.162,NA,NA,1869.6,0.15468,0.25876,0.74488,15.47357809,0.023372,1.3697,10540,0.034629748,NA,0.006310304,-6.33164321163069,0.258758296227842,0.0536731519494097,0.00450732843467818,0,0
46,0.04866,0.53375,0.089597,1.2345,-39.892,0.18472,0.063134,0.87354,1.0555,0.46625,0.165250622,0.082896,1708.8,1.8735,0.063134,17869.4808760395,46.523,1.0458,0.075336,0.046101374,0.23715,0.46625,0.18649,0.57817,0.16958,5.4345,0.37699,0.045904,107.02,3.4106,0.14114,0.075336,1.402,0.61795,0.071374704,0.17875,0.13903,0.054775,107.04,60.522,0.27757,0.77567,49.106,0.024459,0.023172904,0.88364,0.38205,0.2932,0.88246,1.1696,24364,0.052604,0.10436,0.9474,0.32536193,7.8456,6.0309,101.39,2.762727392,2.6031,0.09116451,-18861.1495679317,0.104364611260054,11.7805283659051,0.000195535437260157,0,0
47,-0.12603,0.51012,-0.18692,0.63346,-76.463,0,-0.12603,0.96033,1.6694,0.48988,-0.24713703,-0.058768,-1897.9,1.9603,-0.12603,-5407.86730089277,27.414,0.85498,0,-0.07549419,-0.12173,0.46723,-0.19232,0,-0.27612,3.548,0.30459,-0.151,122.41,2.9817,2.9808,0.00061585,1.6694,0.48988,0.000368905,0.012491,0.60903,0,69.239,41.825,-1.0051,0.3876,30.098,-0.02792,-0.016724572,0.63327,0.50996,0.33538,0.72365,0.72365,-660.14,0.089158,-0.25726,0.91574,0.000326611,13.314,8.7269,111.5,3.273590085,2.466,-0.247056609,9027.79556481119,-0.257267085816935,-8.93109351594265,0.00173549613925804,0,0
48,0.023534,0.86834,-0.079186,0.90778,-35.693,0.023534,0.028866,0.029356,1.0292,0.025491,0.033617106,0.028655,4470,1.1516,0.028866,1411.84768152592,22.113,0.99449,0.029106,0.022866304,0.028866,0.025491,0.075516,NA,-0.35909,3.6789,0.34275,0.011665,130.36,2.8,0.03352,0.029106,2.5139,0.035158,0.028280218,0.029504,0.40126,0.011763,111.24,89.129,0.15699,0.7332,22.758,-0.012933,-0.012566071,0.89767,0.85867,0.35714,0.1156,0.15944,-378.02,0.028373,0.92325,0.97163,4.544309756,16.506,4.0952,126.66,1.198597832,11.221,0.0271017544,-1453.04414210048,0.923227805892276,-12.997246988104,3.01085272920451e-05,1,0
49,0.023973,0.93954,-0.4373,0.50825,-7402.2,0,0.023973,0.064354,5.0388,0.060463,0.026957764,0.012179,5588.2,1.0644,0.023973,974.201638316958,13.906,0.8084,0.047474,0.00475768,0.097739,0.057254,0.065316,2.0163,-0.79797,3.4936,0.1799,0.0094302,65.169,5.6516,5.3493,0.058111,5.0388,0.11072,0.011532706,0.062904,0.36902,0.0094216,28.688,14.782,0.12487,0.29238,13.942,0.01008,0.002000476,0.48107,0.88928,0.17694,0.11033,0.20203,-1362.7,0.011533,0.39648,1.0021,0.831202554,26.247,24.692,64.417,5.666156891,9.1947,0.0255168612,-4908.74584760629,0.396490415626085,-11.5225245826664,0.00137989195749465,0,0
50,0.093406,0.29158,0.27483,2.7747,60.504,0.26871,0.11564,2.4289,1.1503,0.70824,0.74673899,0.18279,570.63,3.4296,0.11564,9040.52044576909,46.197,0.98715,0.13091,0.081201426,0.33322,0.70824,0.56338,1.4757,0.4819,4.1479,0.21661,0.11333,63.721,5.7281,0.44896,0.13091,1.0259,0.84496,0.113805094,0.51059,0.04751,0.1283,125.42,79.226,0.72326,1.9407,53.14,0.060042,0.052196818,1.4737,0.15486,0.17458,1.2419,1.4816,3863.3,0.13064,0.13189,0.86936,0.193296058,7.9009,4.6071,55.397,7.427999483,1.7892,0.3203452176,-10399.1004054312,0.131884671862645,4.18549648873849,0.00112185466840174,0,0
51,0.078599,0.43,0.069653,1.1661,-21.324,0,0.10142,1.3256,3.0992,0.57,0.241810119,0.054526,928.78,2.3256,0.10142,4584.61043685761,27.338,0.98575,0.11839,0.025361061,0.39722,0.52856,0.33993,5.9432,0.13633,3.6001,0.10652,0.039152,51.171,7.133,6.9575,0.10741,3.0992,0.58058,0.034657331,0.26377,0.077076,0.038202,44.571,17.233,0.33861,0.61264,28.319,0.050824,0.016399071,1.1374,0.41942,0.14019,1.1156,1.1363,277.35,0.034658,0.13789,0.96755,0.018561404,13.351,21.18,49.397,7.389251824,6.0658,0.1827898344,-14208.4556789299,0.13789298245614,44.4948530572983,0.0031946931158521,0,0
52,0.041525,0.72599,0.059983,1.1033,-32.136,0,0.054504,0.37743,1.7078,0.27401,0.093859136,0.050614,3065.6,1.3774,0.054504,3320.81063570285,41.464,0.80573,0.030723,0.024314908,0.27282,0.26757,0.10118,2.9415,0.16694,3.8986,0.4222,0.037371,126.73,2.8801,2.3037,0.035298,1.7078,0.4193,0.020668697,0.02995,0.38623,0.01799,133.22,91.751,0.21404,0.76921,42.339,-0.0012098,-0.000708397,0.8825,0.5807,0.34721,0.76259,1.1669,474.97,0.020669,0.15155,0.96905,0.530236123,8.8028,3.9782,124.11,2.940933356,4.7528,0.057196535,-5671.19396506412,0.15154556403051,28.4714002300652,0.00302270810183054,0,0
53,0.044259,0.33913,0.24293,1.7163,52.89,0.044259,0.044259,1.8962,1.0655,0.64304,0.130507475,0.075531,1128.6,2.9488,0.044259,31143.1266512933,13.141,0.83361,0.064583,0.041538245,0.044259,0.64304,0.32342,NA,0.58124,6.3452,0.1713,0.030479,90.822,4.0189,0.19044,0.064583,1.4626,0.64304,0.060612858,0.26657,0.085762,0.044475,123.58,110.44,0.84657,1.5622,14.001,-0.00083772,-0.000786222,1.7163,0.33913,0.24883,1.5386,1.5386,537930,0.061446,0.068829,0.93855,0.027727669,27.776,3.305,85.241,3.141863002,3.4744,0.1305109392,-33182.9209686725,0.0688277556606121,4.38603713003746,0.000222816214776033,1,0
54,0.13169,0.43285,0.078982,1.1825,-76.076,0.14466,0.15366,1.3093,1.1655,0.56673,0.354995957,0.18545,781.88,2.3103,0.15366,17153.0705169033,87.794,1.7592,0.15043,0.112990133,0.17145,0.56673,0.41606,1.609,0.16179,4.5041,0.27602,0.14102,168.99,2.1599,0.34753,0.15043,1.0964,0.56673,0.129069069,0.31494,0.071571,0.13806,125.79,37.995,0.50246,0.57698,102.32,0.10202,0.087533248,1.1825,0.43285,0.46299,1.1609,1.1609,2521.1,0.14198,0.23236,0.85802,0.000741094,4.1574,9.6066,145,2.69261869,2.232,0.304243407,-19991.6875454758,0.232368147089443,14.7565268035755,0.000521257821406829,0,0
55,0.13846,0.47051,0.14743,1.3418,-44.229,0,0.13846,1.1254,1.0514,0.52949,0.32101456,0.16253,1005,2.1254,0.13846,21383.4295561922,78.906,1.1852,0,0.131691079,0.36352,0.52875,0.36319,NA,0.34997,4.8287,0.28602,0.29523,227.74,1.6027,1.4692,0.013728,1.0514,0.52949,0.013056877,0.39614,0.48373,0,141.6,62.69,0.60918,0.81482,120.01,-0.032422,-0.030836979,1.23,0.43132,0.62394,1.2569,1.2569,9937.9,0.34252,0.2615,0.66335,0.074014618,4.6257,5.8223,149.73,2.437633312,2.4959,0.294282884,-22482.3669513385,0.261496912122986,7.13152004341043,0.00367613873248163,0,0
56,0.030134,0.39689,0.080774,1.4657,-12.428,0.29687,0.039476,1.504,1.0435,0.59693,0.227579845,0.082277,1458.8,2.5196,0.039476,2893.3868007149,34.827,0.92111,0.052993,0.028877815,0.37127,0.59693,0.22666,0.4582,0.10831,4.0834,0.24488,0.032708,54.742,6.6676,0.13352,0.052993,1.2175,0.82036,0.0507839,0.60427,0.11566,0.043908,45.187,10.36,0.26167,0.80176,36.344,-0.0068321,-0.006547293,0.64056,0.17346,0.14998,0.80042,1.1,978.8,0.041724,0.050482,0.95828,0.384651467,10.48,35.231,52.458,6.015796149,1.6184,0.0759256264,-3019.1632704965,0.0504816310120114,12.9187609874465,0.000183995999147617,0,0
57,0.011846,0.18761,0.016834,1.1081,-6.345,0,0.018625,4.3301,1.5691,0.81236,0.119636434,0.01187,3676.5,5.3303,0.018625,516.923487476731,10.972,1.0611,0.029444,0.007549551,0.083853,0.77375,0.063141,1.7785,0.020336,3.1123,0.11191,0.014232,41.295,11.052,9.171,-0.14312,1.7551,0.8427,-0.091211523,0.07703,0.21239,0.018765,37.341,26.369,0.25115,0.37999,10.006,0.029444,0.018764897,0.91957,0.15568,0.090485,0.98134,1.018,21.8,0.12303,0.014582,0.78842,0.039342164,33.268,13.842,36.214,10.07900822,1.8955,0.0631427338,-811.086018982739,0.0145822049337732,93.2101698942616,0.0024279647284481,1,0
58,-0.0016906,0.84241,0.024518,1.0477,-38.51,-0.052162,-0.0023781,0.18706,2.4533,0.15758,-0.004626474,-0.00096934,-129300,1.1871,-0.0023781,-462.891162169542,36.402,1.0009,0.054339,-0.000689113,0.041112,0.00085326,-0.0020068,0.89043,0.053131,5.0601,0.33602,0.010586,93.406,4.9045,2.9926,-0.0082946,2.5797,0.45136,-0.003380997,0.13148,0.51677,0.022149,70.069,33.667,-0.0069097,0.60747,35.424,0.054339,0.02214935,0.63928,0.51402,0.2039,0.34148,0.97809,2816,0.18125,-0.010728,0.80167,2.084020815,10.027,10.841,76.476,4.772771487,5.3163,-0.00200691126,1135.60851006872,-0.0107285188475695,100.061179541561,0.00228698163913082,1,0
59,-0.12959,1.0665,-0.13951,0.53645,-486.83,-0.19275,-0.12959,-0.062316,0.18244,-0.066457,-0.430574476,-0.70282,-3035.8,0.93768,-0.12959,-27624.7040727176,208.5,0.94031,0,-0.71031572,-0.15885,-0.17956,-0.12023,0,-0.16638,5.151,5.7978,-1.4427,603.18,0.60512,0.17078,0.021952,0.18244,0.46523,0.12032449,0.031296,26.006,0,304.18,95.68,-1.2435,0.19019,208.86,-0.0013669,-0.007492326,0.1514,0.30097,1.6526,-0.079253,0.55481,-19752,0.0017203,1.95,1.2218,-11.51853078,1.7506,3.8148,602.15,0.606173373,0.21757,-0.1215139512,5039.7227885458,1.94998269557759,-1.30771987671135,0.00146985802374675,0,0
60,0.023641,0.77723,0.13495,1.1995,-147.41,0,0.031701,0.28661,3.4884,0.22277,0.046874168,0.0090875,8949.1,1.2866,0.031701,1859.82621982831,17.398,1.4153,0.053121,0.006777032,0.10049,0.11943,0.030417,1.1575,0.71499,3.8608,0.12145,0.012382,72.21,5.1209,4.4559,0.052741,3.4884,0.3237,0.015118966,0.5228,0.48771,0.015228,47.889,30.491,0.14218,0.95369,17.524,0.053121,0.015227898,1.0438,0.6763,0.19528,1.1802,1.715,979.49,0.02003,0.10612,1.006,0.453068187,20.98,11.971,70.764,5.158065947,18.482,0.0304165106,-6487.78608441409,0.106122907034161,25.8495739162653,0.00324380433869867,0,0
61,0.032162,0.85315,-0.13315,0.84393,-36.836,0.034955,0.035135,0.11373,0.95827,0.097027,0.041182676,0.0236,3206.4,1.1721,0.035135,2478.94387266556,26.369,1.02,0.043333,0.033562566,0.045946,0.097027,0.11035,0.10091,-0.47555,4.0453,0.19342,0.008538,72.515,5.0335,0.050792,0.043333,4.3797,0.097027,0.045220032,0.070116,0.26633,0.01053,58.556,32.187,0.10818,0.49546,25.269,-0.018649,-0.019461112,0.84393,0.85315,0.19867,0.34653,0.34653,-1478,-0.043544,0.33148,1.0435,0.513496243,13.842,11.34,75.672,1.123213972,14.697,0.0376970802,-2375.47492968723,0.331474744143383,-7.19692076605332,2.333073016634e-05,0,0
62,-0.081207,0.078027,0.91992,12.79,114.97,-0.0058849,-0.081207,11.816,1.8605,0.92197,-1.040755123,-0.042725,-358.27,12.816,-0.081207,-1446.19544537855,57.858,0.75745,-0.098281,-0.043647944,NA,0.81474,-1.0188,-4.4826,448.68,2.6686,-0.23161,-0.043648,14.54,25.103,25.103,-0.098208,1.8605,0.92197,-0.05278581,6.5227,-0.026934,-0.052824,95.933,38.075,-0.27535,9.0101,54.957,-0.099996,-0.053746842,12.79,0.078027,0.039835,449.68,449.68,428.94,-0.052785,-0.08808,1.0428,3.25e-06,6.3085,9.5864,15.307,23.8443103,907.44,-1.040748912,2690.56713626429,-0.0880798724470427,2.02245847464997,0.0350407032985547,0,0
63,-0.13392,0.07498,0.17614,3.3491,-2.0409,-0.16686,-0.13624,10.562,0.80312,0.79195,-1.817017871,-0.1335,-433.32,13.337,-0.13624,-17166.3807476785,123.71,0.77005,-0.13396,-0.166749676,-0.16858,0.79195,-0.81138,-2.274,0.2352,4.6252,0.12681,-0.28797,46.458,7.8566,-1.7866,-0.13396,0.48723,0.79195,-0.166799482,0.44944,-0.040494,-0.28315,167.74,44.028,-0.83518,1.2106,99.352,-0.20704,-0.257794601,3.3491,0.07498,0.12728,1.0575,1.0575,7431,-0.24515,-0.1691,1.2451,0.168028285,2.9505,8.2901,57.847,10.71112297,0.63175,-1.78609104,13786.5564895555,-0.169101584696004,4.55955489951175,-0.00208652755003479,0,0
64,0.021582,0.73232,0.078807,1.1076,-8.3248,0.0016345,0.027309,0.34602,1.0231,0.2534,0.037291075,0.023883,5570,1.3655,0.027309,9061.64929814049,21.888,2.0739,0.042568,0.021094712,0.0037662,0.2534,0.05771,0.21674,0.41726,5.5935,0.36352,0.013591,136.1,2.6819,0.058127,0.042568,2.0175,0.2534,0.041606881,0.0070265,0.38067,0.021185,146.41,124.52,0.17912,0.94308,22.393,0.021888,0.021393803,1.1076,0.73232,0.37287,1.3417,1.3417,30906,0.022544,0.085171,0.97746,0.056353591,16.676,2.9312,133.03,1.397066856,10.639,0.029470221,-9270.94896223024,0.0851696921862668,12.9823492836931,6.57707590164603e-05,0,0
65,0.015095,0.58945,0.0013388,1.0026,-1360.2,0,0.022035,0.6965,4.4506,0.41055,0.043336742,0.004951,9764,1.6965,0.022035,830.412200241609,11.081,1.0168,0.031988,0.003391678,0.097626,0.21356,0.025608,3.2066,0.0027312,3.4182,0.12968,0.0071925,49.459,7.4091,6.3911,0.03529,4.4506,0.4705,0.007929268,0.035065,0.61424,0.0071873,40.348,29.267,0.11172,0.7369,13.091,0.031988,0.007187346,0.86488,0.50846,0.13497,0.83752,0.95982,3.507,0.15687,0.036767,0.8487,0.197271952,32.939,12.472,41.7,8.753097589,9.0791,0.0256086675,-3695.81050347471,0.0367677505784923,3324.32028682402,0.00273600738703461,0,0
66,0.057858,0.49497,-0.13276,0.55804,-157.02,0.064901,0.057915,0.31433,1.0725,0.15558,0.192792943,0.25153,1143.1,2.0203,0.057915,6431.52220724299,44.979,2.3331,0.081446,0.053946853,0.064958,0.15558,0.3192,1.3902,-0.1595,4.4989,0.78465,0.092171,187.15,1.9503,0.16455,0.081446,0.67535,0.35015,0.075940326,0.012019,0.089618,0.12962,95.281,50.303,0.74722,0.30028,48.24,-0.018688,-0.017424709,0.33868,0.3004,0.51275,0.18692,0.42067,-4187.9,0.06761,0.37187,0.93239,3.496721944,8.1149,7.2561,174.5,3.57023968,0.75489,0.1168905174,-6897.53780134311,0.371885846509834,-8.07848749623381,0.00021254473279119,0,0
67,0.12464,0.13186,0.43158,4.2731,101.59,0.40782,0.16564,5.975,1.0064,0.78785,1.256180798,0.19649,211.16,7.5839,0.16564,13896.7025546625,37.74,0.88065,0.16332,0.123847377,0.51435,0.78785,1.4175,1.417,0.9886,4.2185,-0.00062656,0.1428,41.758,8.7408,1.2386,0.16332,1.3924,0.78785,0.162281399,1.0357,0.019216,0.14079,134.32,96.582,1.0392,3.3635,37.984,0.10104,0.100397456,4.2731,0.13186,0.11441,1.8047,1.8047,7137.7,0.0064063,0.1582,0.99359,0.101910262,9.6713,3.7792,41.491,7.632337327,2.6571,0.945257296,-13985.4437034764,0.158202703560322,2.33189675147134,0.00165899799403872,0,0
68,-0.19562,0.54472,0.039736,1.1042,-38.49,0,-0.19562,0.8358,1.5296,0.45528,-0.512778841,-0.12165,-1068.5,1.8358,-0.19562,-7294.41384783857,39.573,0.95893,0,-0.127889644,-0.37355,0.36765,-0.34161,0,0.068655,3.4076,0.35577,-0.25578,108.75,3.3562,2.3505,0.022897,1.5296,0.48736,0.014969273,0.026941,1.9029,0,98.058,58.485,-1.1796,0.66943,47.278,-0.0095419,-0.006238167,0.77328,0.38149,0.29796,0.78662,0.84205,101.57,0.16298,-0.42968,0.84343,0.358526621,9.2235,6.2409,91.029,4.009541535,2.6429,-0.359119196,11157.3493458139,-0.429669653839396,38.4940608012885,0.00302546380738707,0,0
69,0.00020666,0.78211,0.23739,1.5761,234.98,-0.085098,0.0002551,0.27859,1.8421,0.21789,0.00061907,0.039879,3885.9,1.2786,0.0002551,14.2690156992295,56.472,1.2654,0.0094117,0.000112187,0.034074,0.060435,0.093867,1.0279,0.67723,3.8131,0.40985,0.0051091,80.981,4.5072,2.3747,-0.015146,1.8421,0.47452,-0.008222138,0.065777,0.31555,0.0051091,123.31,66.841,0.0007251,0.88444,56.011,-0.063796,-0.034632213,0.8304,0.41207,0.22187,0.62159,1.3537,1543.9,-0.0082218,0.00094846,1.0132,1.698288127,6.4634,5.4607,81.647,4.470356978,5.2552,0.000264235476,-26.2114927136506,0.000948460232227271,7.75980454105059,0.00431809643527292,0,0
70,-0.17382,0.5084,0.25629,1.5041,-31.085,0,-0.17382,0.96695,1.2323,0.4916,-0.341896145,-0.10529,-1430.1,1.9669,-0.17382,-2567.55762875459,99.492,0.74546,-0.15808,-0.141053315,-0.1144,0.4916,-0.25523,-10.048,1.0892,2.4816,0.40247,-0.12828,125.81,2.9013,2.9013,-0.24267,1.2323,0.4916,-0.19692445,0.11084,-0.14862,-0.12828,209.8,110.31,-0.51744,0.84338,83.124,-0.20214,-0.164034732,1.5041,0.5084,0.34468,2.0891,2.0891,77.688,-0.19692,-0.35357,1.132,1.51e-16,3.6686,3.309,150.58,2.423878836,5.2371,-0.341886558,3163.87151704728,-0.353580146460537,4.80822505755199,0.00412060431192366,0,0
71,0.033349,0.3903,0.56324,2.4431,120.99,0.32524,0.045217,1.5619,1.0271,0.60961,0.115851909,0.042573,2424,2.5621,0.045217,2924.16201592642,30.034,0.79199,0.049933,0.032469088,0.42783,0.60961,0.12017,0.37149,12.123,3.9582,0.2769,0.032754,105.99,3.4438,0.12793,0.049933,1.4338,0.60961,0.048615519,0.026911,0.20212,0.036171,249.34,219.31,0.29359,2.152,30.847,0.036378,0.035418168,2.4431,0.3903,0.29038,13.122,13.122,5115.2,0.026346,0.054706,0.97365,0.000147635,12.153,1.6643,103.2,2.631565462,29.714,0.0854434729,-3003.36307982972,0.0547054674299962,1.82355656558483,0.000248649673468123,0,0
72,0.10873,0.67458,0.28847,1.4276,-89.541,0.085328,0.11868,0.4824,1.0531,0.32542,0.175931691,0.060567,1911.6,1.4824,0.11868,10739.898328932,134.89,0.94063,0.11489,0.103247555,0.13268,0.32542,0.17618,0.56894,7.8068,4.2942,0.30548,0.055807,121.93,2.9936,0.17032,0.11489,2.1443,0.32542,0.109096952,0.040379,0.1774,0.054025,160.61,25.724,0.13834,0.26256,142.05,0.10477,0.099487228,1.4276,0.67458,0.33405,8.8068,8.8068,5679.5,0.050421,0.33411,0.94958,0,2.7059,14.189,115.78,1.561119511,57.554,0.161181352,-11310.1231470906,0.334122057648577,3.65063958123895,0.000222509245817621,0,0
73,0.10225,0.60461,0.16172,1.2675,-26.105,-0.010826,0.13489,0.65395,3.2497,0.39539,0.223102496,0.059092,1149.2,1.6539,0.13489,4634.80653680705,41.484,2.1566,0.14436,0.031464443,0.30432,0.27542,0.26363,13.723,0.69212,3.3258,0.15381,0.044729,71.557,5.1009,5.1009,0.16569,3.2497,0.39539,0.050986245,0.19292,0.10002,0.044423,72.971,31.487,0.27683,0.65659,43.713,0.087219,0.026839093,1.2675,0.60461,0.19605,1.6921,1.6921,342.42,0.050987,0.25861,0.95888,-3.23e-16,8.7985,11.592,67.908,5.374869751,13.908,0.169111275,-15061.5387713895,0.258605427552543,20.0946079643829,0.00347247201028582,0,0
74,0.045085,0.74722,-0.041364,0.94464,-34.809,0.098949,0.047777,0.31371,1.0104,0.23441,0.06393967,0.041858,2988.7,1.3383,0.047777,13000.3876881535,27.058,0.83209,0.027034,0.044620942,0.10164,0.23441,0.11852,0.12529,-0.14062,5.3951,0.33642,0.021915,126.4,2.8877,0.036179,0.027034,2.2154,0.23441,0.02675574,0.020375,0.34839,0.0124,115.63,88.569,0.27897,0.72836,27.339,-0.016445,-0.016275732,0.94464,0.74722,0.3463,0.79693,0.79693,-10274,0.010279,0.19233,0.98972,0.078366964,13.49,4.1211,125.1,1.3522122,7.4118,0.0603372555,-13135.5494267871,0.192333944797577,-24.4270380040615,3.24255551233138e-05,0,0
75,0.24719,0.21611,0.57033,3.639,105.52,1.029,0.30606,3.4736,1.2547,0.75068,1.41622322,0.2075,222.05,4.6272,0.30606,29821.0937836555,38.291,1.4528,0.34757,0.197011238,1.2736,0.75068,1.3714,2.5474,2.6706,4.3681,0.10269,0.17878,57.811,6.3136,1.6083,0.34757,1.7295,0.75068,0.277014426,0.21072,0.017908,0.20303,157.97,119.67,1.3764,2.808,48.043,0.2984,0.237825775,3.639,0.21611,0.15839,3.5151,3.5151,13312,0.20298,0.32929,0.79702,0.044239889,9.5322,3.0499,46.077,5.805839619,8.0162,1.143797568,-37416.2660201026,0.329288112111685,2.19995441235776,0.00253972945734226,0,0
